Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Father ID,Father ID Certainty,Father Notes,Haplotype,Haplotype Certainty,Haplotype Kin ID Based On,Haplotype Kin DNA Sample Based On,Haplotype Researcher,Haplotype Notes,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
DRL,DRILL,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1981-11-01,1975-11-01,1981-11-01,SSSS,,EK,JM,Originally assigned 10 years default but has DF speckles in 2001 and very dark lat speckles in 2005 so probably late 1970s. Could be a little older.,YEAR ESTIMATE,2009-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Has one year gap.,,,,,,,,,,2004,
DRM,DORMANT,False,,,DUR,,,,,,,,,,WEEK ESTIMATE,2017-10-14,2017-10-02,2017-10-27,INFANT FIRST SIGHT,,JM,,"DUR seen by DIC volunteers with newborn on shotover on 27Oct17, see misc observations for photo, underwater but looks short in length and in echelon position",,,,,,,,,,,,,,,,,,,only seen by DIC volunteers on shotover; see Misc observations
DRO,DRONE,False,MALE,HIGH,BLI,,,haplotype assigned based on haplotype of mother,E,,,,,,WEEK ESTIMATE,1988-11-01,,,INFANT FIRST SIGHT,,JM,,CHECK VIDEO,WEEK ESTIMATE,1990-06-25,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1990,
DRP,DROPLET,False,UNKNOWN,,JUI,,,,A,,,,,,DAY ESTIMATE,2014-12-12,2014-12-10,2014-12-15,INFANT FIRST SIGHT,,JM,MMW,"cork ups, ech none on IFS sheet, but seen in photos by JM, MMW said same size as SYO but less developed behavior",DAY ESTIMATE,2014-12-20,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,
DRR,DORRE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1989-11-01,1968-11-01,1990-11-01,REPRODUCTIVE AGE,,JM,,,YEAR ESTIMATE,2007-05-01,RARELY SIGHTED,,DEFAULT DATE,EK,JM,Seen only one year. HB Peron dolphin.,,,,,,,,,,,
DRT,DR. TEETH,True,,,,,,,,,,,,,YEAR ESTIMATE,1992-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,
DSD,DESICCATED,False,UNKNOWN,,JUI,,,,A,,,,,,DAY ESTIMATE,2015-12-10,2015-12-09,2015-12-14,INFANT FIRST SIGHT,,JM,,baby born premature because JUI had baby 1 yr ago,WEEK ESTIMATE,2015-12-26,DEAD PREWEANING,,MIDPOINT,JM,,baby born premature because JUI had baby 1 yr ago,,,,,,,,,,,
DSH,DASHER,False,,,DCR,,,,,,,,,,YEAR ESTIMATE,2002-11-01,,,SPRING SUMMER YOY,,JM,,could have been born late 2001 or in 2002,YEAR ESTIMATE,2004-07-01,SIBLING BIRTH,,,,,,,,,,,,,DIED PREWEANING,,,
DSP,DUSTPAN,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTT,DITTY,False,,,RHY,,,,D,HIGH,RHY,,,,WEEK ESTIMATE,2018-10-15,2018-10-01,2018-11-15,INFANT FIRST SIGHT,,JM,TCC,"TCC saw photo from tourist had fetal lines, df erect. Garth send EK a message 29Nov18 that confirms tourist photo",,,,,,,,,,,,,,,,,,,
DUA,DUA,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1975-11-01,1974-11-01,1976-11-01,91CAT,SSSS,EK,JM,RAS thought large juvie in 1986. Speckles put him at 1975 which is pretty close.,YEAR ESTIMATE,1996-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,"LMB had a possible sighting in 1998 but never confirmed and given we saw him every year, probably not him.",,,,,,,,,,1994,
DUB,DUBIE,False,,,SPO,,,haplotype assigned based on haplotype of mother,H,,,,,,YEAR ESTIMATE,1987-11-01,,,GAP,,JM,,RAS SAW IN 1988,MONTH ESTIMATE,1988-09-01,SIBLING BIRTH,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,DIED PREWEANING,,1988,
DUC,DUCHESS,False,FEMALE,HIGH,DEN,,,,E,,PAS,,,,MONTH ESTIMATE,1993-12-22,,,INFANT FIRST SIGHT,,JM,,"NEW BABY THIS YEAR, VERY SMALL; NO FETAL MARKS - SMOOTH; NORMAL SURFACINGS; LONGEST BP=31-60SEC; ESTIMATED 4 MOS.",,,,,,,,,MONTH ESTIMATE,1998-03-07,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,"MOTHER NOT SEEN AFTER JAN 98, BUT CALF WAS",2003,DUC with males in 2006 so could have had a calf and lost it before Duke.
DUD,DUDLEY,False,MALE,HIGH,DOD,RIC,HIGH,SNPs both parents.,H,,,,,,WEEK ESTIMATE,2012-12-01,,,,,JM,,2.5-3 months based on photos-JM,MONTH ESTIMATE,2018-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,VF,Last seen 2-Oct-17 and sighted often previously,MONTH ESTIMATE,2017-02-01,REDUCED MC ASSOCIATION,STOPPED SIGHTING POST WEANING,MIDPOINT,JM,,YES,DOD in consortship in October 2016 so likely sibling birth in late 2017.,,
DUF,DUFUS,False,,,DUN,,,,,,,,,,YEAR ESTIMATE,1994-05-01,,,GAP,,JM,,JM ESTIMATES 1-2 YEARS AT LEAST -BASED ON PHOTO,,,STOPPED SIGHTING POST WEANING,UNCERTAIN SURVIVAL STATUS PREWEANING,,JM,,Photos too poor to track.,MONTH ESTIMATE,1998-05-28,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,,1998,
DUM,DUMBO,False,UNKNOWN,,DUR,,,,,,,,,,MONTH ESTIMATE,2009-12-01,2009-11-01,2010-01-01,,,JM,,,MONTH ESTIMATE,2010-07-17,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,smaller than other yoy that looks 5-6  months old but doesn't look only 4 mos either (JM).
DUN,DUNCE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1982-11-01,1976-11-01,1982-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,DF speckles gave us a range for her birthdate.,WEEK ESTIMATE,2010-07-01,SHARK ATTACK,SIGHTED OFTEN PREVIOUSLY,OTHER,JM,,see photos for serious shark injury,,,,,,,,,,2005,
DUR,DURAK,False,FEMALE,HIGH,DUN,,,,,,,,,,MONTH ESTIMATE,1998-11-01,,,INFANT FIRST SIGHT,,JM,,NO FETAL MARKS;SURFACINGS NORMAL; LONGIST SURATION IN BP=1-5 MIN,,,,,,,,,MONTH ESTIMATE,2001-06-01,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,SHOWED WEANING CONFLICT END OF JUNE,2004,
DUU,DOUBLEYOU,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1979-11-01,1970-11-01,1979-11-01,91CAT,,EK,JM,Unclear if sighted as a juvenile in 1984 but classified as adult in 1991 catalog. Based on photos from 1989 she could not be very old as likely less than 20. No clear df speckles in 1989.,YEAR ESTIMATE,2008-05-01,OVER 3 YEARS,RARELY SIGHTED,DEFAULT DATE,EK,,Gaps in her sightings but it has been 14 years since last sighting.,,,,,,,,,,2001,
DWE,DWEEB,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1980-11-01,1977-11-01,1982-11-01,SSSS,,EK,JM,JM recalls juvenile or subadult in 1989. Speckles match original estimate.,YEAR ESTIMATE,2008-11-01,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,JM,One year gap in sightings.,,,,,,,,,,2006,
DXX,DOUBLECROSS,False,FEMALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1971-11-01,1961-11-01,1971-11-01,91CAT,SSSS,EK,JM,Has DF speckles in 1991 but blurry. We think she is older than the adult assignment given for 91cat. Plus RAS saw her first in 1985 but no notes on her being a juvie so probably an adult by then too.,YEAR ESTIMATE,1996-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Distinctive fin. Gaps in sightings.,,,,,,,,,,1992,
DYC,DYCKY,False,UNKNOWN,,TRY,,,,E,,,,,,WEEK ESTIMATE,2000-01-01,1999-12-01,2000-02-01,INFANT FIRST SIGHT,,JM,,4-5 month estimate given on 28-May-2000,MONTH ESTIMATE,2000-07-28,DEAD PREWEANING,,MIDPOINT,EK,,TRY with males on 27-Sep-2000,,,,,,,,,,,
DYT,DAYTONA,False,UNKNOWN,,TAL,,,,H,,,,,,DAY ESTIMATE,2015-11-17,2015-11-10,2015-11-20,INFANT FIRST SIGHT,,JM,,"folds, lumpy, a little sunken at neck, normal surfacing, mostly synch with mum, mostly echelon, BP less than one min.",MONTH ESTIMATE,2016-03-11,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,predominantly echelon but did get to distance 2. nursing not seen.
DZL,DIZLET,True,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1993-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,
DZZ,DRIZZLE,False,UNKNOWN,,SKW,,,,,,,,,,WEEK ESTIMATE,2011-01-15,,,,,JM,,,,,MOTHER CALF NOT SIGHTED SINCE,,,,,,,,,,,,,,,,"from CCC: no fetal folds or lines, seemed âroundishâ and healthy, no wavy trailing edge; surfacing normally, no chin slapping or corking; CCC estimated 2-3 months and JM agreed based on photos"
EAT,EATME,False,FEMALE,HIGH,EED,,,haplotype assigned based on haplotype of mother,D,,,,,,MONTH ESTIMATE,1990-12-01,,,INFANT FIRST SIGHT,,JM,,NO FETAL FOLDS VISIBLE FROM SLIDES (JM); LOOKS BIG,MONTH ESTIMATE,1994-06-01,STOPPED SIGHTING POST WEANING,,,JM,,"Died post-weaning; Distinctive fin and regularly sighted, so definitely gone.",MONTH ESTIMATE,1993-12-23,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,BECAUSE WE DO NOT SEE BP IN 94 BUT STILL BP IN 93,1994,
ECO,ECHO,False,MALE,HIGH,EFT,,,,A,,,,,,DAY ESTIMATE,2004-11-20,,,INFANT FIRST SIGHT,,AKC,,HAS FETAL LINES - INFANT FIRST SITE SHEET FILLED OUT,YEAR ESTIMATE,2012-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Hung out with RCB males but not seen for a long time. Last seen 30-Nov-09,MONTH ESTIMATE,2008-07-07,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2007,
ECS,ECSTASY,False,MALE,HIGH,JOY,AJA,LOW,SNPs one parent.,A,,,,,,DAY ESTIMATE,2008-10-17,,,INFANT FIRST SIGHT,,MAS,,,MONTH ESTIMATE,2016-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,,MONTH ESTIMATE,2011-04-24,,,MIDPOINT,SAS,,YES,"ECS sighted w/o JOY 11-Sep-11; JOY was not sighted by Mann Lab, CCC, or DIC in 2011",,
EDE,EDEN,False,FEMALE,HIGH,PIC,,,,E,,,,,,DAY ESTIMATE,2003-11-19,,,INFANT FIRST SIGHT,,AS,,"DF FOLDED TO RIGHT, FLOPPY FLUKES, FETAL FOLDS, EYES OPEN, GOOD WEIGHT BUT SMALL OVERALL (CALF FIRST SITED AT THE BEACH FEED ON NOV20TH AT 8:11AM)",,,,,,,,,WEEK ESTIMATE,2007-06-03,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,DATE NOT BP OR WITH MUM IS FROM ONSHORE OBSERVATIONS,2007,
EDG,EDGE,False,MALE,HIGH,JAG,,,,A,,,,,,YEAR ESTIMATE,1991-11-01,,,GAP,,JM,,SPRING 90 OR SPRING 91,,,,,,,,,YEAR ESTIMATE,1994-12-30,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,MIDPT BUT BIRTHDATE NOT KNOWN; CHECK RCC (JM THINKS RCC MAY HAVE JAG BEING HERDED IN 88) OR AFR EARLY DATA (NO SIGHTINGS FOUND IN AFR DATA),2007,
EDM,EDAMAME,False,UNKNOWN,,UMM,,,Maternal relative,E,,,,,,MONTH ESTIMATE,2011-11-01,2011-09-01,2011-12-01,,,JM,,Given size of EDM at first sight and last sighting of UMM had to have been born by November 2011,,,,,,,,,MONTH ESTIMATE,2014-05-01,REDUCED MC ASSOCIATION,,DEFAULT DATE,JM,,YES,Used default date because using midpoint would have made calf too young at weaning.,,EDM looks about 2 years old
EDN,EDNA,False,UNKNOWN,,ALT,,,,,,,,,,WEEK ESTIMATE,2014-10-15,2014-10-01,2014-11-01,INFANT FIRST SIGHT,,JM,MMW,"fetal lines, not much ech, did pd or td, JM based on photos est 1 month old at first sighting",DAY ESTIMATE,2014-12-07,DEAD PREWEANING,,MIDPOINT,MMW,,,,,,,,,,,,,
EDW,EDWARD,False,,,,,,,,,,,,,YEAR ESTIMATE,1964-11-01,1955-11-01,1964-11-01,SSSS,,EK,JM,Heavy speckles up df. Older than first assessment and at least 30 in 1994.,YEAR ESTIMATE,1998-05-01,RARELY SIGHTED,,DEFAULT DATE,EK,JM,Emaciated in 1994.,,,,,,,,,,2004,
EED,EED,False,FEMALE,HIGH,,,,,D,,,,,,MONTH ESTIMATE,1974-11-01,1973-11-01,1974-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,,,,,,,,,,,,,,,,,,,2007,
EEK,EEK,False,,,EFT,,,,A,,,,,,MONTH ESTIMATE,2000-11-01,,,INFANT FIRST SIGHT,,JM,,"NO FETAL LINES-YOY, 8,9MOS. SAME SIZE AS ZEP",MONTH ESTIMATE,2005-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Distinctive chop off so we should have sighted if alive.,MONTH ESTIMATE,2004-06-12,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,,2003,
EER,EERIE,False,,,EFT,,,,A,,,,,,MONTH ESTIMATE,1996-11-01,,,SPRING SUMMER YOY,,JM,,,YEAR ESTIMATE,2000-05-01,STOPPED SIGHTING POST WEANING,SIGHTING RECORD POOR,DEFAULT DATE,JM,VF,Last seen 1-Nov-99 but few photos,MONTH ESTIMATE,2000-04-03,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2001,
EFF,EFFIE,False,,,,,,,,,,,,,,1981-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
EFL,EFFIEL,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1983-11-01,1978-11-01,1983-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,"With speckle information, estimated 10 years older than her reproductive age estimate.",,,,,,,,,,,,,,,,,,,
EFT,EFT,False,FEMALE,HIGH,,,,,A,,,,,,MONTH ESTIMATE,1984-11-01,1983-11-01,1985-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,,MONTH ESTIMATE,2008-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,,,,,,,,,,,2004,
EGS,EGGSHELL,False,UNKNOWN,,WHT,,,,,,,,,,DAY ESTIMATE,2012-10-15,,,,,EK,,,MONTH ESTIMATE,2013-02-17,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,~2 weeks
EIG,EIGHTYTWO,False,,,,,,,,,,,,,,1972-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
EIN,EINSTEIN,False,,,DUN,,,,,,,,,,DAY ESTIMATE,2004-10-10,,,INFANT FIRST SIGHT,,MRH,,"CALF 1/3 LENGTH OF MOM, FETAL LINES, IN ECHELON POSITION, ROCKET SWIM (MK SURVEY F5359)",WEEK ESTIMATE,2005-04-08,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2005,
ELF,ELF,False,MALE,HIGH,PIX,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1989-11-01,,,GAP,,JM,,JM SAW IN 1992- LOOKS NEARLY 4 YRS.; PIX HERDED BY SSB IN AUG 88,,,,,,,,,YEAR ESTIMATE,1993-06-30,REDUCED MC ASSOCIATION,GAP,,,,NO,STILL WITH PIXIE IN 92; POSSIBLY NEW CALF BORN 93-94 BASED ON RCC SURVEY - NO PICS OF CALF- EITHER ELF STILL DEPENDENT OR NEW BABY?,1992,
ELI,ELI,False,,,,,,,,,,,,,,1975-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1997,
ELM,ELMO,False,,,ZOE,,,haplotype assigned based on haplotype of mother,E,,,,,,DAY ESTIMATE,2004-11-15,2004-11-11,2004-11-20,INFANT FIRST SIGHT,,JM,,YOY... JM remembers seeing photos of it very new and tiny,YEAR ESTIMATE,2009-05-01,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,DEFAULT DATE,EK,JM,ELMO distinctive so we should have seen. Big gap between ELM sighting as calf and mother next seen.,,,,,,,,NO,,2005,
ELR,ELROY,False,MALE,HIGH,,,,,H,,,,,,,1967-11-01,,,SSSS,91CAT,,,,DAY ESTIMATE,1999-07-13,DEAD BODY,,OTHER,JM,,ELR found dead 14-Jul-99 by JM,,,,,,,,,,1999,
ELV,ELVA,False,,,,,,,,,,,,,,1981-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
ELW,ELWOOD,False,MALE,HIGH,,,,,H,,,,,,YEAR ESTIMATE,1985-11-01,1983-11-01,1987-11-01,SSSS,,EK,JM,Originally assigned 10 years default but we since have speckles.,YEAR ESTIMATE,2017-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,One year gap. Seen Blues Brothers a lot since.,,,,,,,,,,2007,
EMN,EMINEM,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
EMU,EMU,False,,,NIS,,,,,,,,,,WEEK ESTIMATE,1990-02-15,,,INFANT FIRST SIGHT,,JM,,"NEW BABY, MUCH SMALLER THAN PERIWINKLE, DARK, HAS SCRATCHES DOWN THE EDGE OF THE FIN. COULDN'T BE MORE THAN 2 MOS. MAYBE 1 MONTH OLD?",WEEK ESTIMATE,1990-05-30,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1990,
ENC,ENCHILADA,False,FEMALE,HIGH,TAM,ZAM,LOW,SNPs one parent.,A,,,,,,MONTH ESTIMATE,2006-11-01,2006-09-01,2007-01-01,SPRING SUMMER YOY,,JM,,HARD TO SEE BUT PRETTY SURE HER CALF THOUGH NOT SEEN IN BP AND DEF A YOY,,,,,,,,,MONTH ESTIMATE,2010-07-30,,,MIDPOINT,JM,,YES,,2007,
END,ENDOR,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1988-11-01,,,ASSIGNED 10 YRS,REPRODUCTIVE AGE,,,Photos not sufficient to narrow down age. No speckle information.,,,,,,,,,,,,,,,,,,2004,
ENI,ENIGMA,False,UNKNOWN,,PZL,,,,,,,,,,WEEK ESTIMATE,2017-12-15,2017-12-05,2018-01-01,INFANT FIRST SIGHT,,JM,,Looked 8 months so must have been large.,MONTH ESTIMATE,2018-12-30,DEAD PREWEANING,,DEFAULT DATE,JM,,"Last sighting 19Aug18 by TCC, first sighting without 12May19 by TCC VF",,,,,,,,,,,
ENU,ENUFF,False,,,UHF,,,haplotype assigned based on haplotype of mother,A,,,,,,WEEK ESTIMATE,2002-11-24,,,INFANT FIRST SIGHT,,AS,,"8-9 DEC 02: STILL HAS FETAL FOLDS, CHIN-UP/ CORK-UP SURFACINGS; 10 DEC 02: JFR CALF IS SMALLER THAN UHF'S",WEEK ESTIMATE,2003-03-22,MOTHER CALF NOT SIGHTED SINCE,,MIDPOINT,JM,,Based on frequent sightings of UHF to this date,,,,,,,,DIED PREWEANING,,2003,
EPC,EPICURE,False,FEMALE,HIGH,TST,,,,A,,,,,,YEAR ESTIMATE,1990-11-01,1989-11-01,1990-11-01,ASSIGNED 10 YRS,,EK,JM,SSSS data indicate EPC was a little bit older than the 1992 10 yr assignment but her mother TST would have been 11 or 12 in 1990.,,,,,,,,,,,,,,,,,,,
EPO,EPOCH,False,,,ERA,,,,,,,,,,YEAR ESTIMATE,1986-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"FROM PHOTO, CALF LOOKS AT LEAST 1.5 YRS (JM)",YEAR ESTIMATE,1989-05-01,,MOTHER CALF NOT SIGHTED SINCE,DEFAULT DATE,JM,,"seen in 1988, don't know if either are dead or alive, but ERA looks familiar, maybe renamed?",,,,,,,,NO,"SEEN IN 1988, DON'T KNOW IF EITHER ARE DEAD OR ALIVE, BUT ERA LOOKS FAMILIAR, MAYBE RENAMED?",1988,
EPP,EPPLEY,True,,,,,,,,,,,,,YEAR ESTIMATE,1992-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,EPSILON,False,,,SIG,,,,,,,,,,YEAR ESTIMATE,1990-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"CAN'T TELL SIZE FROM PHOTO, NO REFERENCE ANIMAL",YEAR ESTIMATE,1992-05-01,,MOTHER CALF NOT SIGHTED SINCE,DEFAULT DATE,JM,,,,,,,,,,NO,,1991,
EQU,EQUAL,False,FEMALE,HIGH,,,,,C,,,,,,YEAR ESTIMATE,1985-11-01,1981-11-01,1986-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,Has a couple of specks near DF but no great photos.,YEAR ESTIMATE,2008-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,,Two year gap in sightings in 1997 and 1998.,,,,,,,,,,2004,
ERA,ERA,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1974-11-01,,,REPRODUCTIVE AGE,91CAT,,,No speckle information from photos so cannot put in range.,YEAR ESTIMATE,1992-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Last seen and only seen by RAS in Aug 1988. No survey but we have a DDFIC photo of her and EPOCH.,,,,,,,,,,2001,
ERM,EREMITE,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1988-11-01,,,REPRODUCTIVE AGE,,JM,,JM cannot tell from 2002 or 2003 photos if she is old or young.,YEAR ESTIMATE,2007-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Seen only 2 years but very distinctive.,,,,,,,,,,,
ESC,ESCARGOT,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1987-11-01,1982-11-01,1987-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Has a few DF speckles in 2002 so could be as old as 20 then.,YEAR ESTIMATE,2006-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Seen infrequently. Could have changed.,,,,,,,,,,2002,
ESM,ESMERELDA,False,FEMALE,HIGH,GYP,,,sequenced,E,,,,,,YEAR ESTIMATE,1998-11-01,1997-11-01,1999-01-01,MOTHER FIRST SIGHT WITH CALF,SPRING SUMMER YOY,EK,JM,We found 1999 sights of ESM by MK and can see calf looks like yoy so given 1998 birth. Could be a bit older though.,,,,,,,,,YEAR ESTIMATE,2007-05-01,,,DEFAULT DATE,JM,,NO,,,JM estimated yoy or 1.5 yrs based on photos
ESP,ESPRESSO,True,FEMALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1991-11-01,1991-11-01,1995-11-01,ASSIGNED 10 YRS,REPRODUCTIVE AGE,EK,JM,First seen in 2002 but nothing on size. Does not have speckles DF or lateral in 2015. Had first calf in 2009. A few speckles in 2013 VV Bel.,,,,,,,,,,,,,,,,,,,
ESS,ESSEX,False,UNKNOWN,,LEV,,,,,,,,,,YEAR ESTIMATE,2014-11-01,2012-11-01,2015-03-01,GAP,,VF,,Estimated 1.5 years so given 2014 bday but could be older or a little younger.,YEAR ESTIMATE,2017-11-24,UNCERTAIN SURVIVAL STATUS PREWEANING,,MIDPOINT,JM,,"ESS last seen 12May16, but ESS age is uncertain, LEV seen without ESS on 8Jun19",,,,,,,,,,,
EST,QUEEN ESTHER,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1966-11-01,1960-11-01,1966-11-01,SSSS,,,,DF speckles in 1996,YEAR ESTIMATE,2001-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,some 2 year gaps in sightings,,,,,,,,,,1998,
ETC,ETCH,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,1980-11-01,1985-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Has some DF speckles 2000 and 2005.,YEAR ESTIMATE,2008-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Some gaps in her sightings but distinctive.,,,,,,,,,,2003,
EUC,EUCALYPT,False,,,CED,,,,,,,,,,MONTH ESTIMATE,2003-11-01,,,,,JM,,"looks 1.5 in photos-JM; CED with males in 2002; 30-Apr-06 ""not yoy""-JM",YEAR ESTIMATE,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,JM,,Was old enough so could have been weaned. But not sighted since.,,,,,,,,NO,,2006,
EUH,EUCHRE,False,UNKNOWN,,KNG,,,,,,,,,,MONTH ESTIMATE,2012-11-01,2012-09-01,2012-12-01,,,MMW,,,,,,,,,,,YEAR ESTIMATE,2016-05-01,GAP,STOPPED SIGHTING POST WEANING,DEFAULT DATE,EK,JM,NO,EUH likely survived to weaning but there is a gap in sighting record so could have died preweaning.,,approx 1 yr maximum at first sighting
EVA,EVA,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1973-11-01,,1973-11-01,REPRODUCTIVE AGE,91CAT,EK,JM,We cannot give an earliest dob because photos not good enough.,YEAR ESTIMATE,1991-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,JM,,Only seen once in 1987 with a calf so long gone. Distinctive fin.,,,,,,,,,,,
EVI,EVILMORSEL,True,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1994-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,
EVN,EVIAN,False,FEMALE,HIGH,BRT,,,,,,,,,,MONTH ESTIMATE,2013-01-01,,,SPRING SUMMER YOY,,JM,,YOY looks about 6-8mos old,,,,,,,,,YEAR ESTIMATE,2016-05-01,MOTHER CALF NOT SIGHTED SINCE,,DEFAULT DATE,JM,,NO,"last seen at age 2.7 so probably survived to age 3, given default weaning date",,"yoy, looks about 6-8 months"
EWO,EWOK,False,,,END,,,,,,,,,,YEAR ESTIMATE,2002-11-01,,,GAP,,QAG,,LOOKS TO BE BETWEEN 2-3 YEARS OLD,YEAR ESTIMATE,,MOTHER CALF NOT SIGHTED SINCE,GAP,,JM,,,,,,,,,,NO,"BIRTHDAY IS A BIG ESTIMATE, END ONLY SEEN ONCE IN 1998 WITH NO CALF AND THEN AGAIN IN 2004 WITH CALF, TOOK MIDPOINT",2004,
EXC,EXCALIBUR,False,,,,,,,,,,,,,,1978-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
